id,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,latitude,longitude,precisao,altitude,fonte_geografica
GEO000614,ESTRADA,BAHIA,4867,CENTRO,Belo Horizonte,MG,-19.917028,-43.935292,MEDIA,279,GOOGLE
GEO000615,VIELA,RIO BRANCO,1391,CENTRO,Rio de Janeiro,RJ,-22.904087,-43.174949,ALTA,108,OSM
GEO000616,LARGO,DO COMERCIO,4522,SAO JOSE,Recife,PE,-8.060373,-34.874621,MEDIA,571,OSM
GEO000617,ALAMEDA,DO COMERCIO,4026,SAO JOSE,Recife,PE,-8.059922,-34.874923,ALTA,622,GOOGLE
GEO000618,PRAÇA,SETEMBRO,2823,CENTRO,Rio de Janeiro,RJ,-22.905009,-43.177033,ALTA,818,IBGE
GEO000619,ALAMEDA,DO OUVIDOR,3204,CENTRO,Rio de Janeiro,RJ,-22.903554,-43.172366,MEDIA,554,IBGE
GEO000620,RUA,VINTE E TRES DE MAIO,1858,LIBERDADE,São Paulo,SP,-23.545749,-46.642243,MEDIA,344,OSM
GEO000621,PRAÇA,SAO JOAO,3605,REPUBLICA,São Paulo,SP,-23.543355,-46.641363,BAIXA,91,GOOGLE
GEO000622,ESTRADA,NOVE DE JULHO,2915,REPUBLICA,São Paulo,SP,-23.543977,-46.641022,ALTA,418,OSM
GEO000623,TRAVESSA,OSWALDO CRUZ,4174,BOTAFOGO,Rio de Janeiro,RJ,-22.953557,-43.189858,BAIXA,535,GOOGLE
GEO000624,TRAVESSA,QUINZE DE NOVEMBRO,950,CENTRO,São Paulo,SP,-23.550496,-46.63321,ALTA,497,IBGE
GEO000625,TRAVESSA,PROTASIO ALVES,2529,PETROPOLIS,Porto Alegre,RS,-30.035928,-51.231634,MEDIA,373,IBGE
GEO000626,LARGO,PRESIDENTE VARGAS,3819,CENTRO,Rio de Janeiro,RJ,-22.905998,-43.177998,ALTA,401,GOOGLE
GEO000627,ESTRADA,SETEMBRO,2737,CENTRO,Rio de Janeiro,RJ,-22.901047,-43.181605,BAIXA,499,OSM
GEO000628,TRAVESSA,AFONSO PENA,3449,CENTRO,Belo Horizonte,MG,-19.916666,-43.934525,ALTA,472,GOOGLE
GEO000629,VIELA,PRIMEIRO DE MARÇO,3039,CENTRO,Rio de Janeiro,RJ,-22.90615,-43.170852,BAIXA,355,IBGE
GEO000630,ALAMEDA,REBOUCAS,3026,PINHEIROS,São Paulo,SP,-23.560669,-46.679957,MEDIA,344,IBGE
GEO000631,ESTRADA,PROTASIO ALVES,4972,PETROPOLIS,Porto Alegre,RS,-30.03774,-51.226364,BAIXA,62,GOOGLE
GEO000632,ESTRADA,TUPIS,4265,CENTRO,Belo Horizonte,MG,-19.918611,-43.937447,MEDIA,457,GOOGLE
GEO000633,ALAMEDA,CONSOLACAO,1797,CONSOLACAO,São Paulo,SP,-23.549206,-46.65959,MEDIA,269,IBGE
GEO000634,AVENIDA,PAULISTA,2919,BELA VISTA,São Paulo,SP,-23.560955,-46.655541,MEDIA,33,GOOGLE
GEO000635,LARGO,AGAMENON MAGALHAES,3190,DERBY,Recife,PE,-8.04918,-34.8899,MEDIA,974,IBGE
GEO000636,LARGO,CONDE DA BOA VISTA,2144,DERBY,Recife,PE,-8.055955,-34.887444,MEDIA,162,IBGE
GEO000637,LARGO,BORGES DE MEDEIROS,162,CENTRO,Porto Alegre,RS,-30.035497,-51.231076,MEDIA,389,IBGE
GEO000638,RUA,BRIGADEIRO FARIA LIMA,3710,ITAM BIBI,São Paulo,SP,-23.583859,-46.689785,MEDIA,328,OSM
GEO000639,RUA,COPACABANA,4775,COPACABANA,Rio de Janeiro,RJ,-22.969592,-43.185293,MEDIA,836,IBGE
GEO000640,ALAMEDA,PRESIDENTE VARGAS,190,CENTRO,Rio de Janeiro,RJ,-22.905935,-43.177907,ALTA,287,GOOGLE
GEO000641,AVENIDA,AFONSO PENA,2971,CENTRO,Belo Horizonte,MG,-19.916713,-43.934402,ALTA,64,OSM
GEO000642,RUA,BORGES DE MEDEIROS,4206,CENTRO,Porto Alegre,RS,-30.041969,-51.239947,BAIXA,146,IBGE
GEO000643,AVENIDA,BOA VIAGEM,1726,BOA VIAGEM,Recife,PE,-8.119099,-34.905983,ALTA,364,OSM
GEO000644,AVENIDA,ATLANTICA,768,COPACABANA,Rio de Janeiro,RJ,-22.971876,-43.181873,MEDIA,866,GOOGLE
GEO000645,ESTRADA,BAHIA,4688,CENTRO,Belo Horizonte,MG,-19.921051,-43.938597,BAIXA,129,IBGE
GEO000646,LARGO,IPIRANGA,4129,REPUBLICA,São Paulo,SP,-23.540639,-46.644951,BAIXA,983,IBGE
GEO000647,PRAÇA,BORGES DE MEDEIROS,3933,CENTRO,Porto Alegre,RS,-30.035373,-51.230143,MEDIA,289,OSM
GEO000648,ESTRADA,SAO JOAO,3131,REPUBLICA,São Paulo,SP,-23.546058,-46.642911,ALTA,795,IBGE
GEO000649,ALAMEDA,EIXO MONUMENTAL,3395,ASA NORTE,Brasília,DF,-15.795986,-47.884092,ALTA,730,GOOGLE
GEO000650,TRAVESSA,SAO JOAO,435,REPUBLICA,São Paulo,SP,-23.546041,-46.643058,ALTA,120,OSM
GEO000651,RUA,AMAZONAS,3323,CENTRO,Belo Horizonte,MG,-19.916677,-43.934521,MEDIA,823,OSM
GEO000652,TRAVESSA,ATLANTICA,3000,COPACABANA,Rio de Janeiro,RJ,-22.97007,-43.174733,BAIXA,297,OSM
GEO000653,LARGO,PRIMEIRO DE MARÇO,3966,CENTRO,Rio de Janeiro,RJ,-22.893384,-43.181922,BAIXA,735,OSM
GEO000654,RUA,BRIGADEIRO FARIA LIMA,3719,ITAM BIBI,São Paulo,SP,-23.579606,-46.696963,BAIXA,999,IBGE
GEO000655,ESTRADA,PRESIDENTE VARGAS,754,CENTRO,Rio de Janeiro,RJ,-22.915663,-43.179323,BAIXA,192,GOOGLE
GEO000656,TRAVESSA,PAULISTA,550,BELA VISTA,São Paulo,SP,-23.561476,-46.656229,MEDIA,533,OSM
GEO000657,AVENIDA,PRIMEIRO DE MARÇO,224,CENTRO,Rio de Janeiro,RJ,-22.903069,-43.175926,ALTA,940,OSM
GEO000658,TRAVESSA,W3 NORTE,3270,ASA NORTE,Brasília,DF,-15.795407,-47.892875,BAIXA,691,OSM
GEO000659,PRAÇA,URUGUAIANA,3685,CENTRO,Rio de Janeiro,RJ,-22.90152,-43.174285,MEDIA,317,OSM
GEO000660,AVENIDA,VINTE E TRES DE MAIO,570,LIBERDADE,São Paulo,SP,-23.541368,-46.645026,BAIXA,931,OSM
GEO000661,ESTRADA,BAHIA,4288,CENTRO,Belo Horizonte,MG,-19.917982,-43.935987,ALTA,401,GOOGLE
GEO000662,ALAMEDA,PAULISTA,137,BELA VISTA,São Paulo,SP,-23.561453,-46.656459,ALTA,991,OSM
GEO000663,RUA,SETEMBRO,1848,CENTRO,Rio de Janeiro,RJ,-22.904733,-43.176754,MEDIA,267,IBGE
GEO000664,RUA,BOA VIAGEM,4975,BOA VIAGEM,Recife,PE,-8.116146,-34.902902,BAIXA,637,IBGE
GEO000665,LARGO,CONDE DA BOA VISTA,1135,DERBY,Recife,PE,-8.054769,-34.88777,MEDIA,241,OSM
GEO000666,RUA,RIO BRANCO,3138,CENTRO,Rio de Janeiro,RJ,-22.904547,-43.175574,MEDIA,532,OSM
GEO000667,LARGO,QUINZE DE NOVEMBRO,3146,CENTRO,São Paulo,SP,-23.55043,-46.633349,ALTA,685,GOOGLE
GEO000668,ESTRADA,OSWALDO CRUZ,2458,BOTAFOGO,Rio de Janeiro,RJ,-22.950218,-43.189769,MEDIA,721,OSM
GEO000669,TRAVESSA,PAULISTA,4566,BELA VISTA,São Paulo,SP,-23.564497,-46.659875,BAIXA,186,GOOGLE
GEO000670,AVENIDA,DAS FLORES,14,JARDIM,Rio de Janeiro,RJ,-22.909904,-43.17996,ALTA,925,OSM
GEO000671,ALAMEDA,CONDE DA BOA VISTA,2481,DERBY,Recife,PE,-8.048016,-34.888174,BAIXA,144,GOOGLE
GEO000672,LARGO,DO OUVIDOR,2221,CENTRO,Rio de Janeiro,RJ,-22.903568,-43.172322,MEDIA,707,IBGE
GEO000673,LARGO,EIXO MONUMENTAL,115,ASA NORTE,Brasília,DF,-15.803307,-47.891946,BAIXA,667,IBGE
GEO000674,LARGO,BAHIA,2689,CENTRO,Belo Horizonte,MG,-19.926907,-43.939112,BAIXA,257,OSM
GEO000675,TRAVESSA,W3 SUL,4704,ASA SUL,Brasília,DF,-15.794075,-47.88228,ALTA,6,IBGE
GEO000676,AVENIDA,VINTE E TRES DE MAIO,428,LIBERDADE,São Paulo,SP,-23.545264,-46.641836,BAIXA,69,IBGE
GEO000677,ESTRADA,OSWALDO CRUZ,4895,BOTAFOGO,Rio de Janeiro,RJ,-22.949981,-43.189936,ALTA,458,GOOGLE
GEO000678,PRAÇA,BOA VIAGEM,938,BOA VIAGEM,Recife,PE,-8.119571,-34.906888,MEDIA,57,IBGE
GEO000679,VIELA,BORGES DE MEDEIROS,1734,CENTRO,Porto Alegre,RS,-30.044538,-51.237386,BAIXA,357,IBGE
GEO000680,LARGO,PRESIDENTE VARGAS,3172,CENTRO,Rio de Janeiro,RJ,-22.905329,-43.177754,MEDIA,178,GOOGLE
GEO000681,ESTRADA,PRIMEIRO DE MARÇO,4007,CENTRO,Rio de Janeiro,RJ,-22.903679,-43.175293,MEDIA,219,GOOGLE
GEO000682,PRAÇA,MARQUES DE ITU,4728,VILA BUARQUE,São Paulo,SP,-23.546877,-46.643722,MEDIA,969,OSM
GEO000683,VIELA,CONDE DA BOA VISTA,2871,DERBY,Recife,PE,-8.055087,-34.887909,ALTA,612,GOOGLE
GEO000684,RUA,BOA VIAGEM,4780,BOA VIAGEM,Recife,PE,-8.122921,-34.91006,BAIXA,768,OSM
GEO000685,LARGO,MARQUES DE ITU,2986,VILA BUARQUE,São Paulo,SP,-23.547145,-46.644608,MEDIA,462,IBGE
GEO000686,ESTRADA,EIXO MONUMENTAL,2858,ASA NORTE,Brasília,DF,-15.795461,-47.884292,MEDIA,438,GOOGLE
GEO000687,LARGO,MARQUES DE ITU,3580,VILA BUARQUE,São Paulo,SP,-23.549838,-46.640719,BAIXA,693,GOOGLE
GEO000688,LARGO,BORGES DE MEDEIROS,37,CENTRO,Porto Alegre,RS,-30.034988,-51.230928,ALTA,963,GOOGLE
GEO000689,VIELA,OSWALDO CRUZ,3801,BOTAFOGO,Rio de Janeiro,RJ,-22.944518,-43.191729,BAIXA,286,OSM
GEO000690,AVENIDA,BOAVISTA,815,BOA VIAGEM,Recife,PE,-8.117177,-34.91074,BAIXA,140,GOOGLE
GEO000691,VIELA,BOAVISTA,4122,BOA VIAGEM,Recife,PE,-8.120038,-34.907067,ALTA,268,GOOGLE
GEO000692,LARGO,DO COMERCIO,2926,SAO JOSE,Recife,PE,-8.059091,-34.869297,BAIXA,306,IBGE
GEO000693,VIELA,AGAMENON MAGALHAES,56,DERBY,Recife,PE,-8.052205,-34.889856,BAIXA,800,OSM
GEO000694,PRAÇA,QUINZE DE NOVEMBRO,260,CENTRO,São Paulo,SP,-23.551316,-46.634024,MEDIA,475,OSM
GEO000695,RUA,BOAVISTA,1334,BOA VIAGEM,Recife,PE,-8.117709,-34.91339,BAIXA,178,IBGE
GEO000696,ESTRADA,PRIMEIRO DE MARÇO,1837,CENTRO,Rio de Janeiro,RJ,-22.903065,-43.175937,ALTA,738,OSM
GEO000697,ALAMEDA,SAO JOAO,3132,REPUBLICA,São Paulo,SP,-23.546244,-46.643352,MEDIA,736,IBGE
GEO000698,ALAMEDA,PRESIDENTE VARGAS,4191,CENTRO,Rio de Janeiro,RJ,-22.90582,-43.178057,MEDIA,93,GOOGLE
GEO000699,AVENIDA,BOA VIAGEM,1078,BOA VIAGEM,Recife,PE,-8.110043,-34.910484,BAIXA,771,OSM
GEO000700,TRAVESSA,EIXO MONUMENTAL,4475,ASA NORTE,Brasília,DF,-15.79592,-47.883902,ALTA,232,GOOGLE
GEO000701,ALAMEDA,BOAVISTA,4674,BOA VIAGEM,Recife,PE,-8.11328,-34.90335,BAIXA,863,OSM
GEO000702,VIELA,COPACABANA,4837,COPACABANA,Rio de Janeiro,RJ,-22.969911,-43.184916,ALTA,660,GOOGLE
GEO000703,ESTRADA,BOAVISTA,1094,BOA VIAGEM,Recife,PE,-8.12053,-34.903409,BAIXA,81,OSM
GEO000704,RUA,URUGUAIANA,4681,CENTRO,Rio de Janeiro,RJ,-22.901087,-43.174082,ALTA,683,OSM
GEO000705,LARGO,MARQUES DE ITU,2044,VILA BUARQUE,São Paulo,SP,-23.547084,-46.643921,ALTA,433,IBGE
GEO000706,TRAVESSA,IPIRANGA,3471,REPUBLICA,São Paulo,SP,-23.542144,-46.63564,BAIXA,951,IBGE
GEO000707,PRAÇA,OSWALDO CRUZ,24,BOTAFOGO,Rio de Janeiro,RJ,-22.940094,-43.193555,BAIXA,769,GOOGLE
GEO000708,AVENIDA,DO COMERCIO,3706,SAO JOSE,Recife,PE,-8.060877,-34.874306,MEDIA,370,OSM
GEO000709,PRAÇA,BORGES DE MEDEIROS,4259,CENTRO,Porto Alegre,RS,-30.034178,-51.230016,MEDIA,366,IBGE
GEO000710,ESTRADA,VINTE E TRES DE MAIO,730,LIBERDADE,São Paulo,SP,-23.549006,-46.651666,BAIXA,521,IBGE
GEO000711,AVENIDA,SAO JOAO,4209,REPUBLICA,São Paulo,SP,-23.543456,-46.634015,BAIXA,328,IBGE
GEO000712,RUA,VINTE E TRES DE MAIO,3812,LIBERDADE,São Paulo,SP,-23.545652,-46.642342,MEDIA,723,OSM
GEO000713,ALAMEDA,CONDE DA BOA VISTA,979,DERBY,Recife,PE,-8.054979,-34.887985,ALTA,468,GOOGLE
GEO000714,LARGO,CONDE DA BOA VISTA,3817,DERBY,Recife,PE,-8.054343,-34.887841,MEDIA,388,IBGE
GEO000715,VIELA,DAS FLORES,760,JARDIM,Rio de Janeiro,RJ,-22.909826,-43.180775,MEDIA,778,OSM
GEO000716,AVENIDA,CONDE DA BOA VISTA,1408,DERBY,Recife,PE,-8.054424,-34.887887,MEDIA,388,OSM
GEO000717,PRAÇA,BOA VIAGEM,4817,BOA VIAGEM,Recife,PE,-8.109612,-34.906312,BAIXA,754,GOOGLE
GEO000718,VIELA,OSWALDO CRUZ,4777,BOTAFOGO,Rio de Janeiro,RJ,-22.949923,-43.190017,ALTA,858,OSM
GEO000719,PRAÇA,PRIMEIRO DE MARÇO,3184,CENTRO,Rio de Janeiro,RJ,-22.899572,-43.180963,BAIXA,29,OSM
GEO000720,RUA,AMAZONAS,4291,CENTRO,Belo Horizonte,MG,-19.917001,-43.935075,ALTA,11,OSM
GEO000721,TRAVESSA,PAULISTA,2901,BELA VISTA,São Paulo,SP,-23.568649,-46.648041,BAIXA,781,IBGE
GEO000722,PRAÇA,NOVE DE JULHO,4804,REPUBLICA,São Paulo,SP,-23.543833,-46.641331,MEDIA,799,OSM
GEO000723,TRAVESSA,DOS ANDRADAS,2138,CENTRO,Porto Alegre,RS,-30.03396,-51.230431,MEDIA,949,OSM
GEO000724,TRAVESSA,AMAZONAS,1676,CENTRO,Belo Horizonte,MG,-19.916866,-43.934976,MEDIA,738,GOOGLE
GEO000725,AVENIDA,VINTE E TRES DE MAIO,1989,LIBERDADE,São Paulo,SP,-23.540291,-46.634188,BAIXA,541,OSM
GEO000726,RUA,BORGES DE MEDEIROS,926,CENTRO,Porto Alegre,RS,-30.043229,-51.225331,BAIXA,705,OSM
GEO000727,AVENIDA,RIO BRANCO,1889,CENTRO,Rio de Janeiro,RJ,-22.90378,-43.174245,MEDIA,958,IBGE
GEO000728,TRAVESSA,PAULISTA,1656,BELA VISTA,São Paulo,SP,-23.561929,-46.656948,MEDIA,644,IBGE
GEO000729,RUA,BAHIA,3812,CENTRO,Belo Horizonte,MG,-19.918002,-43.936003,ALTA,616,IBGE
GEO000730,TRAVESSA,AFONSO PENA,2013,CENTRO,Belo Horizonte,MG,-19.916961,-43.928184,BAIXA,661,OSM
GEO000731,AVENIDA,ATLANTICA,1573,COPACABANA,Rio de Janeiro,RJ,-22.971454,-43.182312,ALTA,519,OSM
GEO000732,ESTRADA,SETEMBRO,444,CENTRO,Rio de Janeiro,RJ,-22.904962,-43.176682,MEDIA,733,GOOGLE
GEO000733,PRAÇA,IPIRANGA,920,REPUBLICA,São Paulo,SP,-23.54297,-46.639246,MEDIA,575,OSM
GEO000734,VIELA,PRESIDENTE VARGAS,2093,CENTRO,Rio de Janeiro,RJ,-22.906048,-43.177394,MEDIA,35,OSM
GEO000735,ESTRADA,SAO JOAO,2792,REPUBLICA,São Paulo,SP,-23.555659,-46.638934,BAIXA,886,OSM
GEO000736,ALAMEDA,QUINZE DE NOVEMBRO,1345,CENTRO,São Paulo,SP,-23.54999,-46.633311,MEDIA,723,IBGE
GEO000737,TRAVESSA,PRIMEIRO DE MARÇO,784,CENTRO,Rio de Janeiro,RJ,-22.903016,-43.176448,MEDIA,263,IBGE
GEO000738,TRAVESSA,ATLANTICA,486,COPACABANA,Rio de Janeiro,RJ,-22.968038,-43.180743,BAIXA,340,GOOGLE
GEO000739,LARGO,RIO BRANCO,1829,CENTRO,Rio de Janeiro,RJ,-22.903916,-43.174996,ALTA,238,IBGE
GEO000740,ESTRADA,AFONSO PENA,1330,CENTRO,Belo Horizonte,MG,-19.916641,-43.934477,ALTA,159,IBGE
GEO000741,VIELA,BORGES DE MEDEIROS,4531,CENTRO,Porto Alegre,RS,-30.035192,-51.231837,MEDIA,394,GOOGLE
GEO000742,RUA,BAHIA,439,CENTRO,Belo Horizonte,MG,-19.918091,-43.936073,ALTA,108,GOOGLE
GEO000743,ALAMEDA,URUGUAIANA,81,CENTRO,Rio de Janeiro,RJ,-22.90345,-43.17831,BAIXA,651,GOOGLE
GEO000744,TRAVESSA,BOAVISTA,3186,BOA VIAGEM,Recife,PE,-8.127443,-34.901873,BAIXA,251,IBGE
GEO000745,RUA,BOAVISTA,823,BOA VIAGEM,Recife,PE,-8.120046,-34.906915,ALTA,386,IBGE
GEO000746,PRAÇA,W3 NORTE,222,ASA NORTE,Brasília,DF,-15.794936,-47.883083,ALTA,845,OSM
GEO000747,ALAMEDA,W3 SUL,4168,ASA SUL,Brasília,DF,-15.799035,-47.88679,BAIXA,933,OSM
GEO000748,LARGO,VINTE E TRES DE MAIO,1154,LIBERDADE,São Paulo,SP,-23.545068,-46.642707,MEDIA,920,GOOGLE
GEO000749,ALAMEDA,OSWALDO CRUZ,4010,BOTAFOGO,Rio de Janeiro,RJ,-22.949017,-43.189642,MEDIA,458,GOOGLE
GEO000750,VIELA,CONDE DA BOA VISTA,1892,DERBY,Recife,PE,-8.054826,-34.887117,MEDIA,832,OSM
GEO000751,PRAÇA,DO COMERCIO,827,SAO JOSE,Recife,PE,-8.060483,-34.875159,MEDIA,820,GOOGLE
GEO000752,LARGO,CONDE DA BOA VISTA,2536,DERBY,Recife,PE,-8.05494,-34.887952,ALTA,163,OSM
GEO000753,ESTRADA,BOA VIAGEM,4192,BOA VIAGEM,Recife,PE,-8.115673,-34.908122,BAIXA,388,OSM
GEO000754,RUA,BOA VIAGEM,4590,BOA VIAGEM,Recife,PE,-8.118921,-34.90605,ALTA,84,OSM
GEO000755,ALAMEDA,DOS ANDRADAS,1272,CENTRO,Porto Alegre,RS,-30.034634,-51.230636,ALTA,795,IBGE
GEO000756,LARGO,AMAZONAS,2788,CENTRO,Belo Horizonte,MG,-19.922624,-43.940707,BAIXA,496,GOOGLE
GEO000757,ESTRADA,DOS ANDRADAS,3616,CENTRO,Porto Alegre,RS,-30.034622,-51.230606,ALTA,155,OSM
GEO000758,ALAMEDA,PAULISTA,947,BELA VISTA,São Paulo,SP,-23.560458,-46.655522,MEDIA,1,IBGE
GEO000759,TRAVESSA,CONSOLACAO,2254,CONSOLACAO,São Paulo,SP,-23.550042,-46.660073,ALTA,235,IBGE
GEO000760,ESTRADA,TUPIS,357,CENTRO,Belo Horizonte,MG,-19.918172,-43.936802,MEDIA,353,GOOGLE
GEO000761,LARGO,CONSOLACAO,404,CONSOLACAO,São Paulo,SP,-23.549929,-46.660053,ALTA,240,OSM
GEO000762,LARGO,EIXO MONUMENTAL,3736,ASA NORTE,Brasília,DF,-15.795909,-47.884068,ALTA,0,IBGE
GEO000763,PRAÇA,W3 SUL,4338,ASA SUL,Brasília,DF,-15.794966,-47.885094,BAIXA,951,IBGE
GEO000764,ESTRADA,W3 NORTE,3401,ASA NORTE,Brasília,DF,-15.794911,-47.882995,ALTA,287,IBGE
GEO000765,AVENIDA,CONDE DA BOA VISTA,500,DERBY,Recife,PE,-8.058067,-34.887852,BAIXA,722,OSM
GEO000766,AVENIDA,W3 SUL,4324,ASA SUL,Brasília,DF,-15.794107,-47.882202,ALTA,276,IBGE
GEO000767,AVENIDA,QUINZE DE NOVEMBRO,4071,CENTRO,São Paulo,SP,-23.555817,-46.64061,BAIXA,657,OSM
GEO000768,VIELA,DO OUVIDOR,2091,CENTRO,Rio de Janeiro,RJ,-22.902746,-43.17276,ALTA,671,IBGE
GEO000769,PRAÇA,BOA VIAGEM,1541,BOA VIAGEM,Recife,PE,-8.119062,-34.905987,ALTA,464,GOOGLE
GEO000770,LARGO,PRESIDENTE VARGAS,1046,CENTRO,Rio de Janeiro,RJ,-22.906046,-43.177934,ALTA,892,OSM
GEO000771,ESTRADA,CONSOLACAO,2385,CONSOLACAO,São Paulo,SP,-23.54945,-46.659344,MEDIA,994,IBGE
GEO000772,RUA,ATLANTICA,664,COPACABANA,Rio de Janeiro,RJ,-22.962073,-43.183031,BAIXA,114,OSM
GEO000773,TRAVESSA,DO COMERCIO,1815,SAO JOSE,Recife,PE,-8.059704,-34.875992,MEDIA,528,IBGE
GEO000774,ESTRADA,BORGES DE MEDEIROS,2505,CENTRO,Porto Alegre,RS,-30.034995,-51.230322,MEDIA,754,GOOGLE
GEO000775,LARGO,DAS FLORES,974,JARDIM,Rio de Janeiro,RJ,-22.909918,-43.180067,ALTA,507,IBGE
GEO000776,VIELA,W3 NORTE,4917,ASA NORTE,Brasília,DF,-15.795071,-47.88293,ALTA,582,IBGE
GEO000777,ESTRADA,PROTASIO ALVES,3857,PETROPOLIS,Porto Alegre,RS,-30.036418,-51.231753,MEDIA,180,IBGE
GEO000778,LARGO,ATLANTICA,3145,COPACABANA,Rio de Janeiro,RJ,-22.968819,-43.19068,BAIXA,146,OSM
GEO000779,TRAVESSA,W3 NORTE,699,ASA NORTE,Brasília,DF,-15.79573,-47.882865,BAIXA,365,IBGE
GEO000780,VIELA,PRESIDENTE VARGAS,3324,CENTRO,Rio de Janeiro,RJ,-22.905914,-43.177924,ALTA,49,GOOGLE
GEO000781,PRAÇA,OSWALDO CRUZ,2262,BOTAFOGO,Rio de Janeiro,RJ,-22.94995,-43.190007,ALTA,399,GOOGLE
GEO000782,AVENIDA,OSWALDO CRUZ,1036,BOTAFOGO,Rio de Janeiro,RJ,-22.950022,-43.190032,ALTA,482,IBGE
GEO000783,AVENIDA,CONDE DA BOA VISTA,201,DERBY,Recife,PE,-8.055057,-34.887928,ALTA,768,IBGE
GEO000784,PRAÇA,W3 NORTE,3863,ASA NORTE,Brasília,DF,-15.794983,-47.882914,ALTA,486,GOOGLE
GEO000785,ALAMEDA,IPIRANGA,3695,REPUBLICA,São Paulo,SP,-23.542951,-46.639991,ALTA,821,OSM
GEO000786,AVENIDA,CONDE DA BOA VISTA,3182,DERBY,Recife,PE,-8.054915,-34.888079,ALTA,606,IBGE
GEO000787,ESTRADA,COPACABANA,1573,COPACABANA,Rio de Janeiro,RJ,-22.969904,-43.185005,ALTA,137,GOOGLE
GEO000788,AVENIDA,BOAVISTA,765,BOA VIAGEM,Recife,PE,-8.116725,-34.898315,BAIXA,761,IBGE
GEO000789,AVENIDA,CONSOLACAO,432,CONSOLACAO,São Paulo,SP,-23.550694,-46.660119,MEDIA,371,IBGE
GEO000790,VIELA,ATLANTICA,3723,COPACABANA,Rio de Janeiro,RJ,-22.971275,-43.181357,MEDIA,692,OSM
GEO000791,ESTRADA,DA AURORA,1249,BOA VISTA,Recife,PE,-8.063035,-34.88093,ALTA,820,OSM
GEO000792,PRAÇA,AGAMENON MAGALHAES,2283,DERBY,Recife,PE,-8.050555,-34.890846,MEDIA,616,GOOGLE
GEO000793,ALAMEDA,RIO BRANCO,3036,CENTRO,Rio de Janeiro,RJ,-22.894957,-43.183929,BAIXA,394,GOOGLE
GEO000794,TRAVESSA,BOAVISTA,2909,BOA VIAGEM,Recife,PE,-8.120683,-34.906137,MEDIA,451,OSM
GEO000795,ALAMEDA,PAULISTA,3580,BELA VISTA,São Paulo,SP,-23.560665,-46.656008,MEDIA,128,GOOGLE
GEO000796,VIELA,PAULISTA,3948,BELA VISTA,São Paulo,SP,-23.5614,-46.65647,ALTA,602,GOOGLE
GEO000797,ALAMEDA,DO OUVIDOR,2914,CENTRO,Rio de Janeiro,RJ,-22.902727,-43.172819,ALTA,774,GOOGLE
GEO000798,RUA,PAULISTA,2950,BELA VISTA,São Paulo,SP,-23.561878,-46.655524,MEDIA,375,OSM
GEO000799,LARGO,SAO JOAO,4362,REPUBLICA,São Paulo,SP,-23.546456,-46.643035,MEDIA,632,IBGE
GEO000800,RUA,AGAMENON MAGALHAES,1549,DERBY,Recife,PE,-8.047553,-34.881749,BAIXA,227,GOOGLE
GEO000801,AVENIDA,COPACABANA,3508,COPACABANA,Rio de Janeiro,RJ,-22.97003,-43.184931,ALTA,240,IBGE
GEO000802,ESTRADA,CONDE DA BOA VISTA,754,DERBY,Recife,PE,-8.052216,-34.879033,BAIXA,325,IBGE
GEO000803,ESTRADA,VINTE E TRES DE MAIO,2090,LIBERDADE,São Paulo,SP,-23.545031,-46.641965,ALTA,267,IBGE
GEO000804,LARGO,CONSOLACAO,499,CONSOLACAO,São Paulo,SP,-23.551682,-46.659039,BAIXA,543,OSM
GEO000805,TRAVESSA,PROTASIO ALVES,2773,PETROPOLIS,Porto Alegre,RS,-30.031033,-51.224152,BAIXA,514,OSM
GEO000806,VIELA,BRIGADEIRO FARIA LIMA,2137,ITAM BIBI,São Paulo,SP,-23.583733,-46.690103,MEDIA,783,GOOGLE
GEO000807,LARGO,BAHIA,2130,CENTRO,Belo Horizonte,MG,-19.917533,-43.935156,MEDIA,647,IBGE
GEO000808,ALAMEDA,OSWALDO CRUZ,1745,BOTAFOGO,Rio de Janeiro,RJ,-22.956648,-43.190451,BAIXA,413,GOOGLE
GEO000809,ALAMEDA,PROTASIO ALVES,4794,PETROPOLIS,Porto Alegre,RS,-30.03544,-51.240765,BAIXA,709,GOOGLE
GEO000810,VIELA,BAHIA,3943,CENTRO,Belo Horizonte,MG,-19.918535,-43.935481,MEDIA,109,IBGE
GEO000811,RUA,BOAVISTA,4451,BOA VIAGEM,Recife,PE,-8.119955,-34.906445,MEDIA,907,GOOGLE
GEO000812,PRAÇA,NOVE DE JULHO,888,REPUBLICA,São Paulo,SP,-23.53594,-46.637413,BAIXA,876,IBGE
GEO000813,ALAMEDA,PAULISTA,3382,BELA VISTA,São Paulo,SP,-23.56137,-46.65647,ALTA,631,GOOGLE
GEO000814,LARGO,SETEMBRO,2755,CENTRO,Rio de Janeiro,RJ,-22.905012,-43.177079,ALTA,898,IBGE
GEO000815,ESTRADA,DO OUVIDOR,3016,CENTRO,Rio de Janeiro,RJ,-22.905065,-43.176415,BAIXA,820,OSM
GEO000816,LARGO,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,-15.796027,-47.883937,ALTA,42,GOOGLE
GEO000817,VIELA,IPIRANGA,626,REPUBLICA,São Paulo,SP,-23.540376,-46.648698,BAIXA,319,IBGE
