id,endereco_livre,uf,cidade,timestamp
770,"VIELA AMAZONAS, 1607, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-10-31 21:40:34
771,"RUA DOS ANDRADAS, 1447, CENTRO",RS,Porto Alegre,2025-11-11 15:52:34
772,"praça w3 sul, 3987, asa sul",DF,Brasília,2025-11-18 02:55:34
773,"VIELA OSWALDO CRUZ, 811, perto da praça, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-25 13:57:34
774,"LARGO NOVE DE JULHO, 789, REPUBLICA",SP,São Paulo,2025-11-03 10:33:34
775,"entregar na praça conde da boa vista, 4591 próximo ao mercado, derby",PE,Recife,2025-11-15 20:23:34
776,"PRAÇA PRIMEIRO DE MARÇO, 4961, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-08 02:08:34
777,"estrada w3 norte, 2332, asa norte",DF,Brasília,2025-11-15 23:17:34
778,"LARGO BORGES DE MEDEIROS, 643, CENTRO",RS,Porto Alegre,2025-11-07 11:20:34
779,"ESTRADA SETEMBRO, 2764, CENTRO",RJ,Rio de Janeiro,2025-11-06 01:13:34
780,"AVENIDA AGAMENON MAGALHAES, 649, DERBY, Recife",PE,Recife,2025-11-16 13:29:34
781,"entregar na alameda boa viagem, 2192 perto do metrô, boa viagem",PE,Recife,2025-11-14 11:53:34
782,"entregar na praça bahia, 4809 em frente ao banco, centro",MG,Belo Horizonte,2025-11-13 15:38:34
783,"ESTRADA DAS FLORES, 1923, próximo ao mercado, JARDIM, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-26 21:05:34
784,"TRAVESSA RIO BRANCO, 1368, CENTRO",RJ,Rio de Janeiro,2025-11-23 17:45:34
785,"RUA DOS ANDRADAS, 216, loja 1, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-10 18:43:34
786,"ESTRADA NOVE DE JULHO, 691, em frente ao banco, REPUBLICA, São Paulo",SP,São Paulo,2025-11-17 13:34:34
787,"LARGO SAO JOAO, 1036, REPUBLICA, São Paulo",SP,São Paulo,2025-11-10 15:48:34
788,"PRAÇA ATLANTICA, 2665, loja 2, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-12 02:50:34
789,"LARGO VINTE E TRES DE MAIO, 1107, ao lado da escola, LIBERDADE, São Paulo",SP,São Paulo,2025-11-21 02:11:34
790,"VIELA TUPIS, 4289, perto do metrô, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-09 10:51:34
791,"LARGO DA AURORA, 4421, BOA VISTA, Recife",PE,Recife,2025-11-01 18:21:34
792,"praça marques de itu, 3377, vila buarque",SP,São Paulo,2025-11-22 11:49:34
793,"estrada do ouvidor, 2818, centro",RJ,Rio de Janeiro,2025-11-11 03:49:34
794,"LARGO borges de medeiros, 2455",RS,Porto Alegre,2025-11-01 11:11:34
795,"rua brigadeiro faria lima, 4491, itam bibi",SP,São Paulo,2025-11-20 06:53:34
796,"VIELA EIXO MONUMENTAL, 3234, ASA NORTE, Brasília",DF,Brasília,2025-11-20 22:02:34
797,"viela do comercio, 1808, sao jose",PE,Recife,2025-11-24 07:09:34
798,"ALAMEDA IPIRANGA, 2333, perto do metrô, REPUBLICA, São Paulo",SP,São Paulo,2025-11-09 12:23:34
799,"AVENIDA REBOUCAS, 1495, PINHEIROS, São Paulo",SP,São Paulo,2025-11-17 17:09:34
800,"LARGO TUPIS, 2230, ao lado da escola, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-11 14:29:34
801,"entregar na estrada das flores, 407 , jardim",RJ,Rio de Janeiro,2025-11-21 17:31:34
802,"ESTRADA VINTE E TRES DE MAIO, 3592, , LIBERDADE, São Paulo",SP,São Paulo,2025-11-19 18:40:34
803,"largo do ouvidor, 1780, centro",RJ,Rio de Janeiro,2025-11-13 10:59:34
804,"PRAÇA BORGES DE MEDEIROS, 3799, , CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-16 17:56:34
805,"RUA SETEMBRO, 2184, loja 1, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-24 03:19:34
806,"TRAVESSA QUINZE DE NOVEMBRO, 2049, loja 1, CENTRO, São Paulo",SP,São Paulo,2025-10-31 20:42:34
807,"VIELA IPIRANGA, 3629, REPUBLICA, São Paulo",SP,São Paulo,2025-11-03 19:37:34
808,"AVENIDA TUPIS, 4270, perto da praça, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-11 08:06:34
809,"PRAÇA MARQUES DE ITU, 1300, perto do metrô, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-24 20:50:34
810,"AVENIDA EIXO MONUMENTAL, 2076, ASA NORTE",DF,Brasília,2025-11-06 11:37:34
811,"R conde da boa vista, 1785",PE,Recife,2025-11-06 07:29:34
812,"entregar na estrada do ouvidor, 2262 , centro",RJ,Rio de Janeiro,2025-11-14 13:49:34
813,"LARGO ATLANTICA, 4885, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 18:34:34
814,"LARGO PAULISTA, 749, ao lado da escola, BELA VISTA, São Paulo",SP,São Paulo,2025-11-16 00:46:34
815,"PRAÇA OSWALDO CRUZ, 1261, ao lado da escola, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 17:41:34
816,"entregar na travessa borges de medeiros, 2595 perto do metrô, centro",RS,Porto Alegre,2025-11-02 08:58:34
817,"TRAVESSA BAHIA, 175, em frente ao banco, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-14 21:41:34
818,"RUA NOVE DE JULHO, 3976, em frente ao banco, REPUBLICA, São Paulo",SP,São Paulo,2025-11-09 11:15:34
819,"TRAVESSA BORGES DE MEDEIROS, 4643, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-09 09:29:34
820,"ALAMEDA TUPIS, 4905, bloco A, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-21 18:16:34
821,"LARGO SETEMBRO, 2423, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-09 09:20:34
822,"VIELA do ouvidor, 1520",RJ,Rio de Janeiro,2025-11-02 01:34:34
823,"AVENIDA BOA VIAGEM, 4416, loja 1, BOA VIAGEM, Recife",PE,Recife,2025-11-20 04:06:34
824,"estrada borges de medeiros, 2320, centro",RS,Porto Alegre,2025-11-13 00:29:34
825,"AVENIDA PRIMEIRO DE MARÇO, 4287, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-25 16:38:34
826,"TRAVESSA ATLANTICA, 877, COPACABANA",RJ,Rio de Janeiro,2025-11-20 17:47:34
827,"entregar na largo do comercio, 4308 perto do metrô, sao jose",PE,Recife,2025-11-08 12:46:34
828,"TRAVESSA CONDE DA BOA VISTA, 4964, , DERBY, Recife",PE,Recife,2025-11-26 14:08:34
829,"AVENIDA BORGES DE MEDEIROS, 3835, , CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-15 03:02:34
830,"PRAÇA AFONSO PENA, 478, bloco B, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-18 04:47:34
831,"ALAMEDA COPACABANA, 639, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-27 04:43:34
832,"TRAVESSA PRESIDENTE VARGAS, 4356, CENTRO",RJ,Rio de Janeiro,2025-11-20 14:16:34
833,"ESTRADA IPIRANGA, 4575, ao lado da escola, REPUBLICA, São Paulo",SP,São Paulo,2025-11-12 21:43:34
834,"LARGO da aurora, 3499",PE,Recife,2025-11-01 15:14:34
835,"entregar na praça agamenon magalhaes, 1296 ao lado da escola, derby",PE,Recife,2025-11-12 08:52:34
836,"PRAÇA BOA VIAGEM, 3046, BOA VIAGEM",PE,Recife,2025-11-02 00:22:34
837,"entregar na travessa boa viagem, 4614 perto da praça, boa viagem",PE,Recife,2025-11-14 02:50:34
838,"PRAÇA NOVE DE JULHO, 3707, REPUBLICA",SP,São Paulo,2025-10-27 08:49:34
839,"Al atlantica, 4881",RJ,Rio de Janeiro,2025-10-29 11:49:34
840,"TRAVESSA MARQUES DE ITU, 1760, sala 20, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-25 21:57:34
841,"estrada vinte e tres de maio, 773",SP,São Paulo,2025-11-15 16:41:34
842,"PRAÇA NOVE DE JULHO, 4770, REPUBLICA, São Paulo",SP,São Paulo,2025-11-19 11:58:34
843,"AVENIDA MARQUES DE ITU, 4674, VILA BUARQUE",SP,São Paulo,2025-11-08 14:03:34
844,"PRAÇA COPACABANA, 3953, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-10 22:05:34
845,"ALAMEDA PRESIDENTE VARGAS, 307, ao lado da escola, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-14 18:00:34
846,"PRAÇA OSWALDO CRUZ, 2851, loja 1, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-13 16:54:34
847,"Rua brigadeiro faria lima, 3134",SP,São Paulo,2025-11-10 19:29:34
848,"entregar na estrada w3 norte, 2678 perto do metrô, asa norte",DF,Brasília,2025-11-19 16:46:34
849,"entregar na largo agamenon magalhaes, 4876 ao lado da escola, derby",PE,Recife,2025-11-24 13:22:34
850,"VIELA SAO JOAO, 1213, REPUBLICA, São Paulo",SP,São Paulo,2025-11-16 18:19:34
851,"VIELA oswaldo cruz, 2151",RJ,Rio de Janeiro,2025-11-10 07:00:34
852,"entregar na estrada uruguaiana, 3940 perto da praça, centro",RJ,Rio de Janeiro,2025-11-11 08:08:34
853,"Travessa reboucas, 1986",SP,São Paulo,2025-11-02 07:29:34
854,"AVENIDA RIO BRANCO, 3389, CENTRO",RJ,Rio de Janeiro,2025-11-15 09:37:34
855,"PRAÇA BOA VIAGEM, 4866, , BOA VIAGEM, Recife",PE,Recife,2025-11-02 11:39:34
856,"LARGO DA AURORA, 1195, BOA VISTA",PE,Recife,2025-11-25 13:37:34
857,"Est. conde da boa vista, 703",PE,Recife,2025-11-19 00:50:34
858,"alameda setembro, 113, centro",RJ,Rio de Janeiro,2025-11-04 17:30:34
859,"largo bahia, 187, centro",MG,Belo Horizonte,2025-11-19 21:15:34
860,"entregar na travessa consolacao, 4477 próximo ao mercado, consolacao",SP,São Paulo,2025-11-09 05:10:34
861,"entregar na rua setembro, 3086 perto do metrô, centro",RJ,Rio de Janeiro,2025-11-10 19:33:34
862,"RUA PAULISTA, 2327, BELA VISTA, São Paulo",SP,São Paulo,2025-10-31 22:10:34
863,"RUA VINTE E TRES DE MAIO, 3809, , LIBERDADE, São Paulo",SP,São Paulo,2025-11-24 08:07:34
864,"Praça vinte e tres de maio, 884",SP,São Paulo,2025-10-30 00:25:34
865,"VIELA BRIGADEIRO FARIA LIMA, 4166, , ITAM BIBI, São Paulo",SP,São Paulo,2025-10-29 10:18:34
866,"AVENIDA W3 NORTE, 1528, ASA NORTE, Brasília",DF,Brasília,2025-11-10 06:14:34
867,"entregar na rua das flores, 2027 próximo ao mercado, jardim",RJ,Rio de Janeiro,2025-11-16 05:24:34
868,"RUA PAULISTA, 2841, próximo ao mercado, BELA VISTA, São Paulo",SP,São Paulo,2025-11-15 00:30:34
869,"ALAMEDA IPIRANGA, 508, próximo ao mercado, REPUBLICA, São Paulo",SP,São Paulo,2025-10-29 07:53:34
870,"ALAMEDA DAS FLORES, 1848, JARDIM, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-16 08:07:34
871,"entregar na avenida uruguaiana, 3132 perto do metrô, centro",RJ,Rio de Janeiro,2025-11-07 00:06:34
872,"entregar na viela brigadeiro faria lima, 1970 perto da praça, itam bibi",SP,São Paulo,2025-11-13 10:51:34
873,"LARGO BOAVISTA, 4442, BOA VIAGEM, Recife",PE,Recife,2025-11-20 00:41:34
874,"travessa w3 norte, 1132, asa norte",DF,Brasília,2025-11-03 21:52:34
875,"ESTRADA W3 SUL, 3524, apto 201, ASA SUL, Brasília",DF,Brasília,2025-11-06 01:51:34
876,"entregar na praça paulista, 556 ao lado da escola, bela vista",SP,São Paulo,2025-10-26 21:42:34
877,"PRAÇA QUINZE DE NOVEMBRO, 1193, , CENTRO, São Paulo",SP,São Paulo,2025-11-02 09:53:34
878,"VIELA AFONSO PENA, 2486, CENTRO",MG,Belo Horizonte,2025-11-02 23:50:34
879,"Est vinte e tres de maio, 1540",SP,São Paulo,2025-11-21 20:01:34
880,"TRAVESSA VINTE E TRES DE MAIO, 4886, LIBERDADE, São Paulo",SP,São Paulo,2025-11-18 23:48:34
881,"AVENIDA DA AURORA, 3905, BOA VISTA, Recife",PE,Recife,2025-11-10 01:19:34
882,"ESTRADA CONDE DA BOA VISTA, 3175, DERBY",PE,Recife,2025-11-11 16:39:34
883,"TRAVESSA REBOUCAS, 265, PINHEIROS",SP,São Paulo,2025-11-02 19:50:34
884,"VIELA VINTE E TRES DE MAIO, 1824, perto do metrô, LIBERDADE, São Paulo",SP,São Paulo,2025-11-20 14:45:34
885,"LARGO QUINZE DE NOVEMBRO, 4014, próximo ao mercado, CENTRO, São Paulo",SP,São Paulo,2025-10-30 05:53:34
886,"VIELA IPIRANGA, 3317, , REPUBLICA, São Paulo",SP,São Paulo,2025-11-06 20:57:34
887,"entregar na praça do comercio, 3229 perto do metrô, sao jose",PE,Recife,2025-11-08 01:15:34
888,"rua w3 sul, 4266",DF,Brasília,2025-11-12 18:53:34
889,"entregar na viela ipiranga, 322 em frente ao banco, republica",SP,São Paulo,2025-11-10 00:46:34
890,"ALAMEDA REBOUCAS, 3601, PINHEIROS",SP,São Paulo,2025-10-29 11:00:34
891,"LARGO SAO JOAO, 1364, REPUBLICA",SP,São Paulo,2025-11-17 00:51:34
892,"ESTRADA OSWALDO CRUZ, 3798, loja 2, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-23 21:17:34
893,"ESTRADA PRIMEIRO DE MARÇO, 4796, ao lado da escola, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-22 08:23:34
894,"LARGO BOA VIAGEM, 205, BOA VIAGEM, Recife",PE,Recife,2025-11-12 01:52:34
895,"largo reboucas, 739, pinheiros",SP,São Paulo,2025-11-15 22:08:34
896,"Av paulista, 748",SP,São Paulo,2025-11-12 00:26:34
897,"entregar na viela rio branco, 4192 perto da praça, centro",RJ,Rio de Janeiro,2025-11-14 03:25:34
898,"entregar na estrada atlantica, 2746 perto do metrô, copacabana",RJ,Rio de Janeiro,2025-10-30 16:39:34
899,"ESTRADA SETEMBRO, 421, CENTRO",RJ,Rio de Janeiro,2025-11-17 11:03:34
900,"Al bahia, 1481",MG,Belo Horizonte,2025-10-27 14:49:34
901,"RUA NOVE DE JULHO, 3758, REPUBLICA",SP,São Paulo,2025-10-30 05:15:34
902,"LARGO DO OUVIDOR, 1949, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 23:19:34
903,"VIELA tupis, 3620",MG,Belo Horizonte,2025-11-19 03:32:34
904,"TRAVESSA EIXO MONUMENTAL, 401, ASA NORTE, Brasília",DF,Brasília,2025-11-22 19:08:34
905,"RUA DA AURORA, 1191, , BOA VISTA, Recife",PE,Recife,2025-11-05 01:56:34
906,"Pç. marques de itu, 719",SP,São Paulo,2025-11-13 15:39:34
907,"ESTRADA SAO JOAO, 3731, ao lado da escola, REPUBLICA, São Paulo",SP,São Paulo,2025-11-15 19:44:34
908,"PRAÇA MARQUES DE ITU, 3020, VILA BUARQUE",SP,São Paulo,2025-10-31 18:01:34
909,"AVENIDA AMAZONAS, 2399, CENTRO",MG,Belo Horizonte,2025-11-22 17:05:34
910,"PRAÇA VINTE E TRES DE MAIO, 4318, LIBERDADE",SP,São Paulo,2025-11-10 14:05:34
911,"entregar na rua consolacao, 896 perto do metrô, consolacao",SP,São Paulo,2025-11-06 04:44:34
912,"entregar na alameda dos andradas, 3499 próximo ao mercado, centro",RS,Porto Alegre,2025-11-18 04:13:34
913,"ESTRADA DA AURORA, 4610, BOA VISTA",PE,Recife,2025-11-09 21:09:34
914,"entregar na largo borges de medeiros, 1474 perto da praça, centro",RS,Porto Alegre,2025-11-04 11:37:34
915,"AVENIDA DO OUVIDOR, 197, CENTRO",RJ,Rio de Janeiro,2025-11-06 17:02:34
916,"VIELA consolacao, 3392",SP,São Paulo,2025-11-15 02:58:34
917,"RUA CONSOLACAO, 1649, próximo ao mercado, CONSOLACAO, São Paulo",SP,São Paulo,2025-11-18 18:30:34
918,"Praça marques de itu, 51",SP,São Paulo,2025-11-16 08:03:34
919,"estrada das flores, 1590, jardim",RJ,Rio de Janeiro,2025-10-31 09:50:34
920,"LARGO DOS ANDRADAS, 292, perto da praça, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-11 16:09:34
921,"PRAÇA TUPIS, 3789, loja 1, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-10-27 21:46:34
922,"ALAMEDA W3 SUL, 4629, perto do metrô, ASA SUL, Brasília",DF,Brasília,2025-11-16 03:15:34
923,"TRAVESSA DAS FLORES, 4731, próximo ao mercado, JARDIM, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 09:45:34
924,"alameda setembro, 256, centro",RJ,Rio de Janeiro,2025-11-14 00:15:34
925,"entregar na viela paulista, 1536 , bela vista",SP,São Paulo,2025-10-30 11:04:34
926,"RUA BOA VIAGEM, 2225, BOA VIAGEM",PE,Recife,2025-11-24 04:53:34
927,"PRAÇA IPIRANGA, 3703, sala 10, REPUBLICA, São Paulo",SP,São Paulo,2025-11-20 04:30:34
928,"AVENIDA QUINZE DE NOVEMBRO, 3066, , CENTRO, São Paulo",SP,São Paulo,2025-11-02 13:51:34
929,"LARGO rio branco, 4146",RJ,Rio de Janeiro,2025-10-29 04:40:34
930,"PRAÇA REBOUCAS, 3961, ao lado da escola, PINHEIROS, São Paulo",SP,São Paulo,2025-11-17 10:40:34
931,"ESTRADA PRESIDENTE VARGAS, 1681, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-12 08:04:34
932,"avenida w3 sul, 34, asa sul",DF,Brasília,2025-10-28 19:06:34
933,"Pç. rio branco, 3825",RJ,Rio de Janeiro,2025-11-09 23:02:34
934,"RUA MARQUES DE ITU, 4732, sala 10, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-06 14:29:34
935,"travessa reboucas, 2348, pinheiros",SP,São Paulo,2025-11-09 10:00:34
936,"AVENIDA BAHIA, 2234, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-21 12:42:34
937,"entregar na avenida do ouvidor, 1693 próximo ao mercado, centro",RJ,Rio de Janeiro,2025-11-09 10:32:34
938,"ALAMEDA SETEMBRO, 4703, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-21 18:30:34
939,"LARGO BOAVISTA, 416, BOA VIAGEM, Recife",PE,Recife,2025-11-26 04:52:34
940,"Av. oswaldo cruz, 3143",RJ,Rio de Janeiro,2025-11-13 08:38:34
941,"praça bahia, 2560, centro",MG,Belo Horizonte,2025-10-31 14:04:34
942,"entregar na avenida w3 norte, 3815 perto da praça, asa norte",DF,Brasília,2025-11-23 22:20:34
943,"LARGO PRESIDENTE VARGAS, 2543, perto do metrô, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-04 06:19:34
944,"TRAVESSA BRIGADEIRO FARIA LIMA, 1178, bloco B, ITAM BIBI, São Paulo",SP,São Paulo,2025-11-18 09:24:34
945,"PRAÇA QUINZE DE NOVEMBRO, 2661, CENTRO",SP,São Paulo,2025-11-11 20:45:34
946,"AVENIDA DOS ANDRADAS, 2880, CENTRO",RS,Porto Alegre,2025-11-12 15:31:34
947,"estrada da aurora, 4162",PE,Recife,2025-10-30 21:59:34
948,"PRAÇA PRESIDENTE VARGAS, 4556, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 11:15:34
949,"VIELA TUPIS, 4838, CENTRO",MG,Belo Horizonte,2025-11-19 01:34:34
950,"ESTRADA EIXO MONUMENTAL, 3952, ASA NORTE",DF,Brasília,2025-11-24 10:36:34
951,"VIELA AMAZONAS, 4647, sala 20, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-08 22:34:34
952,"AVENIDA QUINZE DE NOVEMBRO, 4704, loja 2, CENTRO, São Paulo",SP,São Paulo,2025-11-23 02:11:34
953,"praça tupis, 4548",MG,Belo Horizonte,2025-11-21 11:24:34
954,"AVENIDA COPACABANA, 4886, loja 1, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-16 05:08:34
955,"AVENIDA OSWALDO CRUZ, 1783, apto 201, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 01:52:34
956,"ESTRADA DO OUVIDOR, 1223, CENTRO",RJ,Rio de Janeiro,2025-11-09 11:25:34
957,"TRAVESSA BAHIA, 1685, próximo ao mercado, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-17 01:59:34
958,"VIELA marques de itu, 2821",SP,São Paulo,2025-11-07 04:24:34
959,"alameda uruguaiana, 512, centro",RJ,Rio de Janeiro,2025-10-29 03:46:34
960,"PRAÇA DO OUVIDOR, 899, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-30 20:34:34
961,"VIELA AMAZONAS, 2607, em frente ao banco, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-14 08:22:34
962,"TRAVESSA W3 NORTE, 1421, ASA NORTE",DF,Brasília,2025-11-22 14:14:34
963,"PRAÇA DO COMERCIO, 3418, SAO JOSE, Recife",PE,Recife,2025-11-16 23:41:34
964,"RUA URUGUAIANA, 588, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-21 20:53:34
965,"VIELA borges de medeiros, 1113",RS,Porto Alegre,2025-11-06 06:54:34
966,"VIELA TUPIS, 1473, CENTRO",MG,Belo Horizonte,2025-11-10 07:14:34
967,"VIELA BAHIA, 2911, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-21 07:11:34
968,"LARGO DO OUVIDOR, 1940, ao lado da escola, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-18 06:50:34
969,"praça w3 norte, 275",DF,Brasília,2025-11-04 09:42:34
970,"AVENIDA DOS ANDRADAS, 1164, perto do metrô, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-10 12:20:34
971,"entregar na avenida w3 sul, 4288 , asa sul",DF,Brasília,2025-11-19 05:09:34
972,"alameda copacabana, 433, copacabana",RJ,Rio de Janeiro,2025-11-09 20:19:34
973,"LARGO TUPIS, 4702, próximo ao mercado, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-13 08:58:34
974,"Alameda sao joao, 1373",SP,São Paulo,2025-11-03 02:33:34
975,"LARGO OSWALDO CRUZ, 4737, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-08 19:07:34
976,"RUA SAO JOAO, 2350, REPUBLICA",SP,São Paulo,2025-11-24 16:17:34
977,"ALAMEDA COPACABANA, 2065, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 12:32:34
978,"entregar na rua nove de julho, 914 perto da praça, republica",SP,São Paulo,2025-10-28 02:02:34
979,"LARGO SETEMBRO, 3030, apto 201, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-17 22:34:34
980,"ESTRADA BORGES DE MEDEIROS, 4321, , CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-16 18:40:34
981,"LARGO SETEMBRO, 3383, loja 1, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-18 23:21:34
982,"TRAVESSA PAULISTA, 4733, próximo ao mercado, BELA VISTA, São Paulo",SP,São Paulo,2025-11-25 00:33:34
983,"RUA PRIMEIRO DE MARÇO, 1373, CENTRO",RJ,Rio de Janeiro,2025-11-14 05:30:34
984,"TRAVESSA DOS ANDRADAS, 3112, perto do metrô, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-14 05:33:34
985,"viela setembro, 98, centro",RJ,Rio de Janeiro,2025-10-28 06:25:34
986,"entregar na rua boa viagem, 798 perto do metrô, boa viagem",PE,Recife,2025-11-15 07:10:34
987,"praça vinte e tres de maio, 2215, liberdade",SP,São Paulo,2025-11-01 17:33:34
988,"LARGO AGAMENON MAGALHAES, 1981, perto do metrô, DERBY, Recife",PE,Recife,2025-11-08 14:16:34
989,"entregar na estrada boavista, 2567 , boa viagem",PE,Recife,2025-11-05 19:56:34
990,"RUA copacabana, 3369",RJ,Rio de Janeiro,2025-11-22 23:21:34
991,"travessa da aurora, 2321, boa vista",PE,Recife,2025-11-20 19:48:34
992,"RUA RIO BRANCO, 4868, perto da praça, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-27 01:09:34
993,"AVENIDA PRIMEIRO DE MARÇO, 708, bloco B, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-22 08:07:34
994,"avenida quinze de novembro, 1510, centro",SP,São Paulo,2025-11-17 06:07:34
995,"LARGO COPACABANA, 2265, loja 1, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-03 23:00:34
996,"ALAMEDA BOA VIAGEM, 1327, apto 101, BOA VIAGEM, Recife",PE,Recife,2025-11-18 19:25:34
997,"praça do comercio, 493, sao jose",PE,Recife,2025-10-27 12:38:34
998,"AVENIDA BAHIA, 4029, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-07 08:38:34
999,"entregar na avenida borges de medeiros, 1179 em frente ao banco, centro",RS,Porto Alegre,2025-11-20 01:08:34
1000,"LARGO presidente vargas, 2122",RJ,Rio de Janeiro,2025-11-24 18:13:34
1001,"LARGO NOVE DE JULHO, 154, REPUBLICA",SP,São Paulo,2025-11-22 00:09:34
1002,"rua do ouvidor, 3199, centro",RJ,Rio de Janeiro,2025-11-21 22:28:34
1003,"RUA AGAMENON MAGALHAES, 4223, em frente ao banco, DERBY, Recife",PE,Recife,2025-11-11 07:24:34
1004,"TRAVESSA COPACABANA, 28, COPACABANA",RJ,Rio de Janeiro,2025-10-26 21:57:34
1005,"entregar na avenida dos andradas, 4647 próximo ao mercado, centro",RS,Porto Alegre,2025-11-15 23:30:34
1006,"rua agamenon magalhaes, 743, derby",PE,Recife,2025-11-09 10:44:34
1007,"ALAMEDA TUPIS, 1664, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-09 19:25:34
1008,"Alameda reboucas, 3196",SP,São Paulo,2025-11-11 17:53:34
1009,"Tv bahia, 1147",MG,Belo Horizonte,2025-11-25 21:12:34
1010,"LARGO ipiranga, 3185",SP,São Paulo,2025-11-11 02:56:34
1011,"rua bahia, 304, centro",MG,Belo Horizonte,2025-11-25 09:59:34
1012,"VIELA ATLANTICA, 969, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 00:07:34
1013,"LARGO W3 SUL, 4396, ASA SUL, Brasília",DF,Brasília,2025-11-03 02:35:34
1014,"RUA COPACABANA, 1160, COPACABANA",RJ,Rio de Janeiro,2025-11-06 20:19:34
1015,"Tv atlantica, 1070",RJ,Rio de Janeiro,2025-11-06 18:52:34
1016,"entregar na avenida marques de itu, 3738 perto da praça, vila buarque",SP,São Paulo,2025-10-31 02:45:34
1017,"entregar na avenida presidente vargas, 4073 ao lado da escola, centro",RJ,Rio de Janeiro,2025-11-19 17:58:34
1018,"VIELA REBOUCAS, 2764, loja 1, PINHEIROS, São Paulo",SP,São Paulo,2025-11-16 17:06:34
1019,"ESTRADA W3 NORTE, 2635, apto 301, ASA NORTE, Brasília",DF,Brasília,2025-11-02 19:12:34
1020,"Praça quinze de novembro, 518",SP,São Paulo,2025-11-22 07:39:34
1021,"ESTRADA CONDE DA BOA VISTA, 3594, DERBY, Recife",PE,Recife,2025-10-28 02:47:34
